WARNING: System properties and/or JVM args set.  Consider using --dry-run or --exec
0    [main] INFO  org.eclipse.jetty.server.Server  – jetty-8.1.10.v20130312
25   [main] INFO  org.eclipse.jetty.deploy.providers.ScanningAppProvider  – Deployment monitor /opt/solr/solr-4.10.2/hdp/contexts at interval 0
29   [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /opt/solr/solr-4.10.2/hdp/contexts/banana-context.xml
120  [main] INFO  org.eclipse.jetty.webapp.WebInfConfiguration  – Extract jar:file:/opt/solr/solr-4.10.2/hdp/webapps/banana.war!/ to /opt/banana/latest/banana-webapp/webapp
313  [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /banana, did not find org.apache.jasper.servlet.JspServlet
343  [main] INFO  org.eclipse.jetty.deploy.DeploymentManager  – Deployable added: /opt/solr/solr-4.10.2/hdp/contexts/solr-jetty-context.xml
1331 [main] INFO  org.eclipse.jetty.webapp.StandardDescriptorProcessor  – NO JSP Support for /solr, did not find org.apache.jasper.servlet.JspServlet
844106 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
844106 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=0 
844107 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=1 
844108 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=0 
848019 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
848028 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=1 
848028 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
848028 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
848029 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
848030 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
848030 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=0 
848031 [qtp631383787-17] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=14 
848032 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=0 
848032 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=0 
851760 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
851763 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
851763 [qtp631383787-13] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=4 
851765 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
851765 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
851766 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=0 
851768 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
851769 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=0 
851770 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=1 
851771 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=0 
855799 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
855803 [qtp631383787-17] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=6 
855804 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
855804 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=0 
855805 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
855805 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
855808 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
855809 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=0 
855810 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=1 
855810 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=1 
859595 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
859597 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
859598 [qtp631383787-19] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=5 
859602 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
859603 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
859604 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=0 
859606 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=1 
859606 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
859606 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=1 
859607 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=0 
862618 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
862621 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
862626 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
862624 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=1 
862624 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
862624 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
862626 [qtp631383787-18] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=13 
862633 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=0 
862634 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=1 
862634 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=1 
866594 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
866596 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=2 
866598 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
866598 [qtp631383787-12] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=6 
866599 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
866601 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=1 
866602 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
866604 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=1 
866604 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=0 
866605 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=0 
869610 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
869611 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
869612 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
869613 [qtp631383787-12] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=6 
869614 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
869617 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=0 
869619 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
869620 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={sort=createdAt_dt+desc&df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=500} hits=0 status=0 QTime=0 
869620 [qtp631383787-12] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=0 
869621 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/admin/luke params={numTerms=0&wt=json} status=0 QTime=0 
873963 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={df=id&q=*:*&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
873965 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.range.start=NOW/MINUTE-15MINUTE&facet.range=createdAt_dt&facet.range.gap=%2B10SECOND&facet.range.end=NOW/MINUTE%2B1MINUTE&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
873968 [qtp631383787-14] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=polarity_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=0 
873968 [qtp631383787-12] INFO  org.apache.solr.servlet.SolrDispatchFilter  – [admin] webapp=null path=/admin/cores params={omitHeader=true&action=STATUS&wt=json} status=0 QTime=8 
873970 [qtp631383787-17] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
873971 [qtp631383787-18] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet=true&df=id&q=*:*&facet.limit=20&facet.field=tag_ss&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&rows=0} hits=0 status=0 QTime=0 
873971 [qtp631383787-13] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=150&facet.field=tag_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:alert&rows=0} hits=0 status=0 QTime=0 
873972 [qtp631383787-19] INFO  org.apache.solr.core.SolrCore  – [tweets] webapp=/solr path=/select params={facet.missing=true&facet=true&df=id&q=*:*&facet.limit=10&facet.field=screenName_s&wt=json&fq=createdAt_dt:[NOW/MINUTE-15MINUTE+TO+NOW/MINUTE%2B1MINUTE]&fq=doctype_s:tweet&rows=0} hits=0 status=0 QTime=1 
